map_path,current_x,current_y,goal_x,goal_y,robot_dir_x,robot_dir_y,distance_to_goal,vision_mean,vision_dark,vision_edge,front_clear,left_clear,right_clear,min_range,teacher_action
maps/train/train_map_01.csv,-0.5,0.0,2.5,2.0,0.8320502943378437,0.5547001962252291,3.605551275463989,0.5582525463805206,0.2395638520842754,0.09285097167965234,1.0,0.0,1.0,1.0,0
maps/train/train_map_01.csv,-0.5,0.0,2.5,2.0,0.9809888119837851,0.19406429543489445,3.605551275463989,0.5341970700218412,0.27163394702086796,0.09638816252572409,1.0,0.0,1.0,1.0,0
maps/train/train_map_01.csv,-0.5,0.0,2.5,2.0,0.9805806756909201,-0.19611613513818393,3.605551275463989,0.5438425211335196,0.24182350068801697,0.07672688605483038,1.0,0.0,1.0,1.0,0
maps/train/train_map_01.csv,-0.5,0.0,2.5,2.0,0.830888020510073,-0.556439661933666,3.605551275463989,0.5459197066768287,0.2697295018941498,0.062364420243159566,1.0,0.0,1.0,1.0,3
maps/train/train_map_01.csv,-0.5,0.0,2.5,2.0,0.5547001962252291,-0.8320502943378437,3.605551275463989,0.571902962202113,0.2935136487091159,0.08522503662926949,1.0,0.0,1.0,1.0,3
maps/train/train_map_01.csv,-0.5,0.0,2.5,2.0,0.19406429543489445,-0.9809888119837851,3.605551275463989,0.5733064190234992,0.24037838956683508,0.08342165690561547,1.0,0.0,1.0,1.0,3
maps/train/train_map_01.csv,-0.5,0.0,2.5,2.0,-0.19611613513818393,-0.9805806756909201,3.605551275463989,0.5306338117378484,0.24993157607412556,0.0822665959174837,1.0,0.0,1.0,1.0,3
maps/train/train_map_01.csv,-0.5,0.0,2.5,2.0,-0.556439661933666,-0.830888020510073,3.605551275463989,0.5373206519819951,0.2618150092809546,0.0816274354212857,1.0,0.0,1.0,1.0,1
maps/train/train_map_01.csv,-0.5,0.0,2.5,2.0,-0.8320502943378436,-0.5547001962252293,3.605551275463989,0.5723397618384054,0.2702821032874354,0.08728010779044819,1.0,0.0,1.0,1.0,1
maps/train/train_map_01.csv,-0.5,0.0,2.5,2.0,-0.9809888119837851,-0.19406429543489462,3.605551275463989,0.534911123662154,0.2709389301513742,0.06751484107148574,1.0,0.0,1.0,1.0,1
maps/train/train_map_01.csv,-0.5,0.0,2.5,2.0,-0.9805806756909203,0.19611613513818388,3.605551275463989,0.5344611127462453,0.27939331261143585,0.08257473172533547,1.0,0.0,1.0,1.0,1
maps/train/train_map_01.csv,-0.5,0.0,2.5,2.0,-0.8308880205100733,0.5564396619336656,3.605551275463989,0.576187434120551,0.2664515363734762,0.08126880986320743,1.0,0.0,1.0,1.0,2
maps/train/train_map_01.csv,-0.5,0.0,2.5,2.0,-0.5547001962252293,0.8320502943378436,3.605551275463989,0.5888449686651313,0.2646027786170471,0.09693765534555446,1.0,0.0,1.0,1.0,2
maps/train/train_map_01.csv,-0.5,0.0,2.5,2.0,-0.19406429543489423,0.9809888119837852,3.605551275463989,0.555593255142232,0.25157226175811964,0.06719066998332573,1.0,0.0,1.0,1.0,2
maps/train/train_map_01.csv,-0.5,0.0,2.5,2.0,0.19611613513818388,0.9805806756909202,3.605551275463989,0.5890530371134062,0.24157796731441286,0.07200996474182501,1.0,0.0,1.0,1.0,2
maps/train/train_map_01.csv,-0.5,0.0,2.5,2.0,0.5564396619336656,0.8308880205100734,3.605551275463989,0.5662759754310871,0.25727520806416904,0.07795336761711173,1.0,0.0,1.0,1.0,0
maps/train/train_map_01.csv,0.5,-2.0,-0.5,2.0,-0.24253562503633297,0.9701425001453319,4.123105625617661,0.5361119289270636,0.2617540359737803,0.09028563718260998,0.0,1.0,1.0,1.0,1
maps/train/train_map_01.csv,0.5,-2.0,-0.5,2.0,0.14718376196296518,0.9891091649633165,4.123105625617661,0.5388254294395071,0.266004452695215,0.0615682902818975,0.0,1.0,1.0,1.0,1
maps/train/train_map_01.csv,0.5,-2.0,-0.5,2.0,0.5144957554275265,0.8574929257125442,4.123105625617661,0.5801239351894183,0.2825409186394354,0.08292103761109536,0.0,1.0,1.0,1.0,1
maps/train/train_map_01.csv,0.5,-2.0,-0.5,2.0,0.8034804340438838,0.5953311617147653,4.123105625617661,0.5967048916131377,0.2554915174375525,0.08781181465094637,0.0,1.0,1.0,1.0,2
maps/train/train_map_01.csv,0.5,-2.0,-0.5,2.0,0.9701425001453319,0.24253562503633302,4.123105625617661,0.5742162568350682,0.2714603789236162,0.07824821325205653,0.0,1.0,1.0,1.0,2
maps/train/train_map_01.csv,0.5,-2.0,-0.5,2.0,0.9891091649633165,-0.14718376196296512,4.123105625617661,0.59386408910767,0.2933475323731429,0.07896393349678578,0.0,1.0,1.0,1.0,2
