timestamp,map_path,start_id,target_id,path_length,vision_mean,vision_dark,vision_edge,teacher_next_node
0.0,synthetic_map_00000,125,91,6,0.8231074946563768,0.19607176738996734,0.410366664054636,126
0.0,synthetic_map_00000,126,91,5,0.7587811076663753,0.22290575157831904,0.3569980797988954,114
0.0,synthetic_map_00000,114,91,4,0.8292332104588062,0.1513662270438804,0.21518219881683504,102
0.0,synthetic_map_00000,102,91,3,0.7951094640730071,0.2019237373565818,0.4108173713233581,90
0.0,synthetic_map_00000,90,91,2,0.6449380176978996,0.3404362377346176,0.4565339434021122,91
0.0,synthetic_map_00001,41,102,9,0.9288307185747326,0.0813613186696602,0.341894568118836,42
0.0,synthetic_map_00001,42,102,8,0.7681379139594993,0.22408241824261485,0.30050585690508796,43
0.0,synthetic_map_00001,43,102,7,0.7259851603688735,0.2524588290661057,0.39488958084828396,55
0.0,synthetic_map_00001,55,102,6,0.8505623203786542,0.1259425305337675,0.3043963994691671,67
0.0,synthetic_map_00001,67,102,5,0.7649406166035696,0.23533601187602216,0.3552128033791634,66
0.0,synthetic_map_00001,66,102,4,0.7956439678883478,0.2236016479529987,0.4365018301963707,78
0.0,synthetic_map_00001,78,102,3,0.845905331878359,0.1498748169266509,0.29761903503964404,90
0.0,synthetic_map_00001,90,102,2,0.8715380486457384,0.10148162162065054,0.334582254599984,102
0.0,synthetic_map_00002,91,126,5,0.6227083086231076,0.3513514966061104,0.43869975250728543,90
0.0,synthetic_map_00002,90,126,4,0.7780195981113549,0.21120013139675667,0.33398910655367,102
0.0,synthetic_map_00002,102,126,3,0.7708015786631975,0.24492687359869184,0.3898378114893095,114
0.0,synthetic_map_00002,114,126,2,0.7765124505371477,0.2111207225854042,0.38529100940926286,126
0.0,synthetic_map_00003,7,82,10,0.4081811277940042,0.5672048470031434,0.6432007960769398,8
0.0,synthetic_map_00003,8,82,9,0.5920787205314311,0.400056370104578,0.48141159050969295,20
0.0,synthetic_map_00003,20,82,8,0.9251071496937046,0.07943256805617993,0.2878874454133161,32
